Index,Temp,Umid,G320,G295,G270,G245,G220,G195,G170,G145,G120,G100
246,32.99,52.29,578368,895105,1294973,1899814,2900850,4626942,7690214,13350173,27947122,44072628
247,32.99,52.27,577878,886964,1301144,1914466,2903935,4634795,7674004,13301400,27929256,43895512
248,32.99,52.27,574958,885813,1292521,1899814,2876404,4591928,7631113,13212903,27840272,43286656
249,32.97,52.29,576901,885813,1287645,1898494,2876404,4599663,7652499,13252983,27804836,43329588
250,32.95,52.33,574474,884665,1294973,1909112,2885523,4642675,7679400,13173065,28145158,42778068
251,32.96,52.33,578858,888118,1291299,1915809,2907026,4662493,7706491,13317618,28127038,43676108
252,32.96,52.35,578368,888118,1291299,1889299,2891634,4623025,7684803,13325742,28036792,43851456
253,32.96,52.35,578858,887541,1293746,1897175,2879438,4619114,7652499,13236922,27681520,43115788
254,32.95,52.37,569205,875588,1257985,1840899,2765699,4367902,7260802,12480670,26203918,40819684
255,32.94,52.40,558038,851559,1224148,1784361,2665799,4245660,6968950,11868164,25249856,39313736
256,32.94,52.43,551724,843666,1207903,1760206,2622279,4164718,6846636,11628105,24609838,38013920
257,32.95,52.42,543380,834896,1195214,1745578,2619763,4117618,6846636,11690332,24485708,37980876
258,32.96,52.38,546862,832859,1217598,1761342,2660604,4216160,6911622,11842429,25047200,38618740
259,32.96,52.31,546425,837457,1214349,1770478,2668404,4255584,6982314,11972232,25352418,39455748
260,32.96,52.24,552617,849440,1229661,1797280,2721595,4322955,7142110,12360619,25924050,40255528
261,32.95,52.20,557127,848912,1231880,1797280,2710788,4326380,7091106,12318797,25954852,40554456
262,32.96,52.19,555767,854223,1229661,1799648,2716180,4340132,7137443,12318797,26001190,40181484
263,32.97,52.17,554863,850498,1239710,1798463,2735226,4371398,7174950,12388658,25985726,40629884
264,32.97,52.16,557127,852623,1246500,1811588,2727031,4392494,7212855,12452214,26235388,40781580
265,32.95,52.10,559410,863406,1249924,1822469,2765699,4420939,7280160,12683569,26570444,41399872
266,32.93,52.14,562174,864500,1257985,1852136,2768503,4467958,7353680,12735328,26997322,41596952
267,32.95,52.12,565433,867797,1264978,1848376,2791142,4501099,7393502,12832583,27014014,41716104
268,32.95,52.14,564966,868901,1266152,1847125,2793997,4478950,7388500,12832583,26881050,41676312
269,32.95,52.12,566372,867245,1259145,1848376,2782609,4464305,7353680,12713094,26782182,41716104
270,32.93,52.12,565433,871675,1254518,1843384,2765699,4424520,7343792,12646854,26716674,41636596
271,32.92,52.11,565433,870008,1253366,1842141,2802600,4435300,7398510,12720497,27080992,41676312
272,32.93,52.14,567313,869454,1262639,1840899,2793997,4482626,7403524,12931334,27131442,41876040
273,32.95,52.15,565433,868901,1263808,1844630,2762900,4501099,7343792,12780031,26651484,41716104
274,32.96,52.12,564498,867245,1263808,1835948,2774128,4435300,7314286,12742757,26554294,41321564
275,32.97,52.12,565433,863406,1262639,1845876,2776949,4457018,7338858,12661515,26522056,41282520
276,32.97,52.11,564498,861228,1251069,1820040,2746229,4399570,7227172,12502098,26219644,40896100
277,32.97,52.09,559410,853689,1241965,1807989,2724310,4357447,7142110,12311854,25877986,40070928
